,Norm of every face in the DB,Names
284,1.3960340389384678,Stefan
285,1.4509873169304477,Stefan
286,1.389949074779935,Stefan
287,1.4227956490294345,Stefan
288,1.3974883138011474,Stefan
289,1.4177969656897484,Stefan
290,1.3824602363364142,Stefan
291,1.3752004340139186,Stefan
292,1.4230241252695761,Stefan
293,1.42928918941643,Stefan
294,1.3934539596266353,Stefan
295,1.398272939030391,Stefan
296,1.3802574779880512,Stefan
297,1.3970202958635796,Stefan
298,1.3825854067925878,Stefan
299,1.4043713547250156,Stefan
300,1.3776164902788697,Stefan
301,1.4143783674606871,Stefan
302,1.4058715288858026,Stefan
303,1.4068455612972677,Stefan
304,1.402027904243247,Stefan
305,1.3848284004084885,Stefan
306,1.4355915392335874,Stefan
307,1.3642412166620814,Stefan
308,1.3866271921207476,Stefan
309,1.4140534901779407,Stefan
310,1.383174931094971,Stefan
311,1.4202048048731222,Stefan
312,1.37272757423987,Stefan
313,1.4096162894015394,Stefan
314,1.4214683601300533,Stefan
315,1.4407533072894363,Stefan
316,1.4169526279117108,Stefan
317,1.4508400973189381,Stefan
318,1.4382783091837723,Stefan
319,1.4377424538921977,Stefan
320,1.3745033450657829,Stefan
321,1.3791198907798061,Stefan
322,1.4274813172430487,Stefan
323,1.4093010460278805,Stefan
324,1.3877216975002937,Stefan
325,1.4042276246175054,Stefan
326,1.4083462114211711,Stefan
327,1.3938428468050743,Stefan
328,1.4067839245701597,Stefan
329,1.4283113249209138,Stefan
330,1.3669670004655032,Stefan
331,1.3661445500822922,Stefan
332,1.3922726097899805,Stefan
333,1.4223330153284588,Stefan
334,1.3797893296515686,Stefan
335,1.3715566032624504,Stefan
336,1.3799903941277571,Stefan
337,1.3813392720917945,Stefan
338,1.3980119578004233,Stefan
339,1.4153924722397662,Stefan
340,1.422298346333489,Stefan
341,1.3878462411113575,Stefan
342,1.3568843151391232,Stefan
343,1.3959641583834579,Stefan
344,1.4178376045435146,Stefan
345,1.409305939764914,Stefan
346,1.4073315674440956,Stefan
347,1.4122818591055888,Stefan
348,1.3550933461514383,Stefan
349,1.3519893689332245,Stefan
350,1.377318832429658,Stefan
351,1.3928987885508632,Stefan
352,1.4271559346303309,Stefan
353,1.3971851223309368,Stefan
354,1.416912092290245,Stefan
355,1.425590831804686,Stefan
356,1.4216256831468672,Stefan
357,1.3758040594273098,Stefan
358,1.373101674720354,Stefan
359,1.3763502064192457,Stefan
360,1.4274417237869736,Stefan
361,1.4032705337986517,Stefan
362,1.4429399418044448,Stefan
363,1.4320755964122525,Stefan
364,1.4039626559088392,Stefan
365,1.4510906261677547,Stefan
366,1.3790817240782716,Stefan
367,1.4364654478027592,Stefan
368,1.4261510202053986,Stefan
369,1.3601432578249555,Stefan
370,1.383650659147178,Stefan
371,1.419684398751541,Stefan
372,1.4053405779157242,Stefan
373,1.4285789891559557,Stefan
374,1.413090993505004,Stefan
375,1.3799205388037483,Stefan
376,1.396617109533683,Stefan
377,1.384071051563267,Stefan
378,1.4089726722707558,Stefan
379,1.432648242382983,Stefan
380,1.3708729152531005,Stefan
381,1.3749342421079433,Stefan
382,1.3712035687530129,Stefan
383,1.4140607495382123,Stefan
384,1.4320727286411201,Stefan
385,1.4226452820191349,Stefan
386,1.4153308137855174,Stefan
387,1.3870737361997918,Stefan
388,1.3810742506120095,Stefan
389,1.4183891697978908,Stefan
390,1.3894964250163697,Stefan
391,1.4391647946039419,Stefan
392,1.4108320822138134,Stefan
393,1.398441077923244,Stefan
394,1.463953611167236,Stefan
395,1.390148072072006,Stefan
396,1.39197787340302,Stefan
397,1.4109132703679326,Stefan
398,1.435343395206464,Stefan
399,1.3661415138278954,Stefan
400,1.4393485989122368,Stefan
401,1.4495929793490967,Stefan
402,1.4100900941394339,Stefan
403,1.4213266724115525,Stefan
404,1.347236991801338,Stefan
405,1.4288029351164773,Stefan
406,1.3694711386773013,Stefan
407,1.4040255044529644,Stefan
408,1.3600097138809772,Stefan
409,1.4324681915049162,Stefan
410,1.4181621786878547,Stefan
411,1.4390683180221566,Stefan
412,1.4108541627245874,Stefan
413,1.3837139819946493,Stefan
414,1.4351100380594408,Stefan
415,1.4014398409341544,Stefan
416,1.3887658924458992,Stefan
417,1.4184187612342913,Stefan
418,1.3910327314627453,Stefan
419,1.3876594922766474,Stefan
420,1.4110470206966659,Stefan
421,1.369415922418372,Stefan
422,1.4034004254051862,Stefan
423,1.3789981165025367,Stefan
424,1.3928837574765192,Stefan
425,1.3696912676559194,Stefan
426,1.4413463319844564,Stefan
427,1.3976906184648292,Stefan
428,1.413413495152925,Stefan
429,1.4075077447586057,Stefan
430,1.4208779774338778,Stefan
431,1.3952056764939917,Stefan
432,1.399890002862038,Stefan
433,1.3984801147872958,Stefan
434,1.41791358713387,Stefan
435,1.3575185618586116,Stefan
436,1.4085237670962962,Stefan
437,1.4230956944153208,Stefan
438,1.4207623660490658,Stefan
439,1.4101314757519396,Stefan
440,1.3609216155656971,Stefan
441,1.353395389857834,Stefan
442,1.4145081936023167,Stefan
443,1.4190539035630223,Stefan
444,1.3646057182852058,Stefan
445,1.3661067504893853,Stefan
446,1.3675388375409412,Stefan
447,1.4195817497413483,Stefan
448,1.3890753975356485,Stefan
449,1.445305243816856,Stefan
450,1.3981687317620795,Stefan
451,1.3916073300271565,Stefan
452,1.4272791100948432,Stefan
453,1.4178357321174795,Stefan
454,1.4166849981162728,Stefan
455,1.4275529363509765,Stefan
456,1.4340604312491358,Stefan
457,1.3695057155972883,Stefan
458,1.4038476635101491,Stefan
459,1.3784437531587264,Stefan
460,1.3911223243558934,Stefan
461,1.3803046823318568,Stefan
462,1.3918233024684596,Stefan
463,1.4131407154099915,Stefan
464,1.4453691609345674,Stefan
465,1.3891037315872445,Stefan
466,1.388719403006257,Stefan
467,1.3875666577653922,Stefan
468,1.3945102995360208,Stefan
469,1.372862440222192,Stefan
470,1.4132155378909665,Stefan
471,1.4065155383468972,Stefan
472,1.4588873618665366,Stefan
473,1.4009149790875335,Stefan
474,1.4042994794064991,Stefan
475,1.3756870178235938,Stefan
476,1.3897737898784226,Stefan
477,1.3843854966139706,Stefan
478,1.3805381132517525,Stefan
479,1.4401485830219063,Stefan
480,1.4218771355991493,Stefan
481,1.3904794314839095,Stefan
482,1.3842723927877603,Stefan
483,1.413611220293402,Stefan
484,1.4866158817507094,Stefan
485,1.4520804679339947,Stefan
486,1.3645916590453433,Stefan
487,1.3818831108734895,Stefan
488,1.3973531493447027,Stefan
489,1.371919382258162,Stefan
490,1.3797155394375185,Stefan
491,1.405089224044785,Stefan
492,1.4141452293716783,Stefan
493,1.3864485166586078,Stefan
494,1.4085657939975336,Stefan
495,1.4127976116358323,Stefan
496,1.4295480048581022,Stefan
497,1.4414473446781813,Stefan
498,1.369870771337365,Stefan
499,1.3690279080696213,Stefan
500,1.3599212545302617,Stefan
501,1.3554586242089879,Stefan
502,1.4009384155095137,Stefan
503,1.4398350773042763,Stefan
504,1.4267142085136957,Stefan
505,1.4005996850684344,Stefan
506,1.4144553989118718,Stefan
507,1.418511909755413,Stefan
508,1.4146483806630765,Stefan
509,1.3504148230792665,Stefan
510,1.322870587659068,Stefan
511,1.4355638600317453,Stefan
512,1.3744255297528098,Stefan
513,1.3966885993842006,Stefan
514,1.3819523855063314,Stefan
515,1.4885301865734308,Stefan
516,1.4144921948559706,Stefan
517,1.3923788848050438,Stefan
518,1.4264590192083364,Stefan
519,1.3910553222145468,Stefan
520,1.4305851851993685,Stefan
521,1.3806918871718046,Stefan
522,1.3914523512800814,Stefan
523,1.4063315742142217,Stefan
524,1.4439180312489055,Stefan
525,1.3867753637223887,Stefan
526,1.4228184209196386,Stefan
527,1.380279035981488,Stefan
528,1.374276508438977,Stefan
529,1.4391235491598362,Stefan
530,1.3807710150978176,Stefan
531,1.3662141261854088,Stefan
532,1.4005906412562577,Stefan
533,1.395991467670652,Stefan
534,1.3852609888819212,Stefan
535,1.4048901644024065,Stefan
536,1.399010028513229,Stefan
537,1.4228379934057906,Stefan
538,1.3843018963836153,Stefan
539,1.3808198843418316,Stefan
540,1.406549536697623,Stefan
541,1.4108682525828873,Stefan
542,1.405532891933153,Stefan
543,1.4474571177055329,Stefan
544,1.3967275912450812,Stefan
545,1.367341391915537,Stefan
546,1.4097746652152854,Stefan
547,1.4253041017636487,Stefan
548,1.3921615554794438,Stefan
549,1.395459154385109,Stefan
550,1.3974626205872103,Stefan
551,1.382581147088608,Stefan
552,1.4357017998238117,Stefan
553,1.3873701009952388,Stefan
554,1.3833060258464964,Stefan
555,1.4091185298797955,Stefan
556,1.3890198290129496,Stefan
557,1.393684477165376,Stefan
558,1.3743272884583035,Stefan
559,1.394069926949318,Stefan
560,1.3914823214189669,Stefan
561,1.4012160444213129,Stefan
562,1.4026547971107173,Stefan
563,1.3957113812337283,Stefan
564,1.4074921012247992,Stefan
565,1.3901961705635164,Stefan
566,1.3953353843523422,Stefan
567,1.4514627637521482,Stefan
568,1.4169024770508867,Stefan
569,1.3235472130627732,Stefan
570,1.4127295847908994,Stefan
571,1.4260463499582372,Stefan
572,1.4191521976643962,Stefan
573,1.372436500510919,Stefan
574,1.4032694203751357,Stefan
575,1.4283566885893135,Stefan
576,1.4314194235739468,Stefan
577,1.412375689650005,Stefan
578,1.3790009005267345,Stefan
579,1.4240747394479016,Stefan
580,1.4142914920335172,Stefan
581,1.432230579394238,Stefan
582,1.3361361493174697,Stefan
583,1.369146726316059,Stefan
584,1.4212507029470733,Stefan
585,1.3938181802708798,Stefan
586,1.393274404894082,Stefan
587,1.4039313772115996,Stefan
588,1.3936879539455158,Stefan
589,1.3884635083668326,Stefan
590,1.3950404662806222,Stefan
591,1.3727579227831193,Stefan
592,1.4049133401706653,Stefan
593,1.391707038245203,Stefan
594,1.4099715730615052,Stefan
595,1.4249485534785817,Stefan
596,1.447060892150244,Stefan
597,1.3917217608401147,Stefan
598,1.403081294851175,Stefan
599,1.4185963959458643,Stefan
600,1.316061138321559,yt4
601,1.347873467163033,yt4
602,1.3401768333977486,yt4
603,1.3845350855271141,yt4
604,1.3969480884700438,yt4
605,1.3576943755435142,yt4
606,1.418428981081288,yt4
607,1.3641411244051478,yt4
608,1.3696872351442917,yt4
609,1.3925449729701544,yt4
610,1.3893333531865002,yt4
611,1.3667281964451716,yt4
612,1.3603604809148346,yt4
613,1.370407318477021,yt4
614,1.3655755182998606,yt4
615,1.41880336888569,yt4
616,1.3716491372867066,yt4
617,1.3833230318526148,yt4
618,1.3742706639157534,yt4
619,1.3608129207659452,yt4
620,1.350876351431331,yt4
621,1.368413232882744,yt4
622,1.3878193928304627,yt4
623,1.3755415456606843,yt4
624,1.369334922359753,yt4
625,1.3878391281668359,yt4
626,1.374833454536535,yt4
627,1.395493084364256,yt4
628,1.3728847444768335,yt4
629,1.3877092631137953,yt4
630,1.3802348637577848,yt4
631,1.3961897473012126,yt4
632,1.3802209484982035,yt4
633,1.3926179643731835,yt4
634,1.3667272371241193,yt4
635,1.311198739446741,yt4
636,1.3925882394417055,yt4
637,1.3897979025887424,yt4
638,1.3938576241500782,yt4
639,1.4049970700452004,yt4
640,1.3602340996040394,yt4
641,1.3485290839281165,yt4
642,1.3725003046474833,yt4
643,1.3721180378795783,yt4
644,1.371594330581089,yt4
645,1.3848739469421705,yt4
646,1.3836145356832523,yt4
647,1.3699474643529226,yt4
648,1.3588137584971884,yt4
649,1.3610918352431318,yt4
650,1.3702324981600489,yt4
651,1.3529676481762853,yt4
652,1.3406922002556434,yt4
653,1.3820074113900092,yt4
654,1.3749809887342173,yt4
655,1.381622496596832,yt4
656,1.373911837887863,yt4
657,1.3484539484514897,yt4
658,1.3623536288912175,yt4
659,1.3884284802660862,yt4
660,1.40205856344394,yt4
661,1.3797188136898055,yt4
662,1.3579700523184794,yt4
663,1.4163084673165627,yt4
664,1.309948517634748,yt4
665,1.3541050103179881,yt4
666,1.3645742480672995,yt4
667,1.340556758742768,yt4
668,1.3425882120836823,yt4
669,1.3781852392783758,yt4
670,1.3777798468432239,yt4
671,1.3964760626969788,yt4
672,1.4080029107659966,yt4
673,1.3668221909075196,yt4
674,1.355327953348416,yt4
675,1.3704297032332828,yt4
676,1.4020608371782344,yt4
677,1.310551419603294,yt4
678,1.3764467977469326,yt4
679,1.391925618924799,yt4
680,1.3764597353316534,yt4
681,1.3827811584193122,yt4
682,1.3804455519036896,yt4
683,1.3675067610581868,yt4
684,1.3735532920239104,yt4
685,1.3661426216061006,yt4
686,1.3740351015566985,yt4
687,1.3614411951524776,yt4
688,1.3909057205214854,yt4
689,1.3902351719184425,yt4
690,1.3753662474854367,yt4
691,1.3920998163413405,yt4
692,1.366281779185631,yt4
693,1.3732980664816392,yt4
694,1.3724311463466683,yt4
695,1.3798994664289652,yt4
696,1.3780525022410242,yt4
697,1.3520171380335133,yt4
698,1.3914035238263593,yt4
699,1.4094976578526828,yt4
700,1.365554822411534,yt4
701,1.4132102107025797,yt4
702,1.3608877050096113,yt4
703,1.3573376858337594,yt4
704,1.3850101245649975,yt4
705,1.3478023563733297,yt4
706,1.3627154302442168,yt4
707,1.3989512360482876,yt4
708,1.384202265394716,yt4
709,1.3188612000382736,yt4
710,1.4046688201601576,yt4
711,1.373623419996604,yt4
712,1.3720987644857616,yt4
713,1.3788445514788956,yt4
714,1.3778345892958304,yt4
715,1.3878269066585252,yt4
716,1.3280733485120724,yt4
717,1.365299368538988,yt4
718,1.3848312305029118,yt4
719,1.3867332035603859,yt4
720,1.3786909932442486,yt4
721,1.379812620014957,yt4
722,1.381072807084113,yt4
723,1.3905091975722532,yt4
724,1.3721900474020325,yt4
725,1.355021791292697,yt4
726,1.3462257246907818,yt4
727,1.374751113901278,yt4
728,1.3626705148659104,yt4
729,1.3782802341892413,yt4
730,1.4134846872953764,yt4
731,1.3689614980898106,yt4
732,1.343648411930043,yt4
733,1.367770164524713,yt4
734,1.3738302132042095,yt4
735,1.3489669957575043,yt4
736,1.338952864894576,yt4
737,1.4079244381067846,yt4
738,1.3360940353526267,yt4
739,1.3368924869613936,yt4
740,1.3759376775111476,yt4
741,1.379459099640535,yt4
742,1.3923757631849094,yt4
743,1.3758452215049135,yt4
744,1.3671292312566699,yt4
745,1.3676873861057912,yt4
746,1.367182610528937,yt4
747,1.3626529462689665,yt4
748,1.3520718434109174,yt4
749,1.3780345669417238,yt4
750,1.3754635898205003,yt4
751,1.3750256708777842,yt4
752,1.3743387428444895,yt4
753,1.3692663968292806,yt4
754,1.3930632815734714,yt4
755,1.3714547983803285,yt4
756,1.3910122864921375,yt4
757,1.355814696949914,yt4
758,1.3810355960104692,yt4
759,1.3779649087398267,yt4
760,1.3646867708769361,yt4
761,1.3777580138038015,yt4
762,1.3321743970922015,yt4
763,1.345182678797768,yt4
764,1.3299204817058854,yt4
765,1.3631467681160587,yt4
766,1.3707711048395368,yt4
767,1.3908266958672706,yt4
768,1.4086035599410998,yt4
769,1.351165252242173,yt4
770,1.3937921724014746,yt4
771,1.3906816401300424,yt4
772,1.3960424846466224,yt4
773,1.3539733140908734,yt4
774,1.3570352216814616,yt4
775,1.3989828144576708,yt4
776,1.3593266838869515,yt4
777,1.3950267277006525,yt4
778,1.4001461723111055,yt4
779,1.3510265184978116,yt4
780,1.3474570909970376,yt4
781,1.412757983125794,yt4
782,1.3568235410300629,yt4
783,1.3623512202381924,yt4
784,1.3642780050035719,yt4
785,1.369987119913532,yt4
786,1.3878841933296808,yt4
787,1.3787589726013876,yt4
788,1.3639790016152742,yt4
789,1.386972688797277,yt4
790,1.3694178618077437,yt4
791,1.3802489400179905,yt4
792,1.3694809434436246,yt4
793,1.3783865346867197,yt4
794,1.3762916096997184,yt4
795,1.3841481634444035,yt4
796,1.3620010228383512,yt4
797,1.3830982586356466,yt4
798,1.3660850716056687,yt4
799,1.4050881718381127,yt4
800,1.3681459113383114,yt4
801,1.3491830678350836,yt4
802,1.388249964586638,yt4
803,1.364899011667878,yt4
804,1.3628237361753306,yt4
805,1.3308743864505796,yt4
806,1.3417234655159844,yt4
807,1.352455031547571,yt4
808,1.3509754306419735,yt4
809,1.3416426031776447,yt4
810,1.3344995922129117,yt4
811,1.3436615650484853,yt4
812,1.3494577522519382,yt4
813,1.3519127695103776,yt4
814,1.3908465533676808,yt4
815,1.3680641325731335,yt4
816,1.3616826175932715,yt4
817,1.373325575292127,yt4
818,1.3419440052137226,yt4
819,1.3640780780960255,yt4
820,1.3772611231386145,yt4
821,1.3539529613127277,yt4
822,1.3808953288769987,yt4
823,1.368741396276053,yt4
824,1.380788556632559,yt4
825,1.3763719117530353,yt4
826,1.3669364623766456,yt4
827,1.3781455954472874,yt4
828,1.3930721673842954,yt4
829,1.3841225095350989,yt4
830,1.370489386523891,yt4
831,1.3555115142770742,yt4
832,1.3711103092678503,yt4
833,1.3580005034000169,yt4
834,1.3870086611695702,yt4
835,1.3945525364482696,yt4
836,1.342905932233813,yt4
837,1.3579653413395767,yt4
838,1.3851959165513599,yt4
839,1.3962872731152756,yt4
840,1.328787578109004,yt4
841,1.362181905121809,yt4
842,1.396751119345365,yt4
843,1.3989065093445334,yt4
844,1.3988803863746546,yt4
845,1.3925197545712147,yt4
846,1.3932315138363718,yt4
847,1.3735895161944511,yt4
848,1.3934682261774403,yt4
849,1.3571329351701205,yt4
850,1.3871950052374566,yt4
851,1.3565680313727702,yt4
852,1.3996942320084613,yt4
853,1.3665257724902664,yt4
854,1.3387954014498327,yt4
855,1.3474046912050996,yt4
856,1.3677832799393717,yt4
857,1.3683125861335217,yt4
858,1.3738645613756133,yt4
859,1.3437653547286563,yt4
860,1.3280781336683598,yt4
861,1.3866164450586176,yt4
862,1.3679118798228858,yt4
863,1.3716591165203103,yt4
864,1.3813457847453186,yt4
865,1.369715430371551,yt4
866,1.3820190641650913,yt4
867,1.3756202267991815,yt4
868,1.3069482425315833,yt4
869,1.3630413905807521,yt4
870,1.3846698796315726,yt4
871,1.3861469141773701,yt4
872,1.3551567404449345,yt4
873,1.3609057669824653,yt4
874,1.3637838315216055,yt4
875,1.3653034405587703,yt4
876,1.3449941781983719,yt4
877,1.3425429410634897,yt4
878,1.3727342715052102,yt4
879,1.354734128455876,yt4
880,1.339155976123251,yt4
881,1.3861494770818847,yt4
882,1.3591585686216607,yt4
883,1.3442694954538335,yt4
884,1.377381484259358,yt4
885,1.365603346059316,yt4
886,1.3666547635053403,yt4
887,1.3539240407024036,yt4
888,1.3685307159732938,yt4
889,1.3686120651256686,yt4
890,1.3496751216216256,yt4
891,1.3526874677812226,yt4
892,1.3739623134175136,yt4
893,1.3844924764907158,yt4
894,1.3873104785602501,yt4
895,1.3797170600176454,yt4
896,1.385324948179708,yt4
897,1.3164712477866352,yt4
898,1.3390535830196852,yt4
899,1.3604642014333315,yt4
